sno,h,sub_h,link
82,Mangaluru: Teenager dies in Road accident,A teenager was killed after the two-wheeler he was riding collided with a goods autorickshaw near Manjanady around 2.15 pm on Tuesday.,https://timesofindia.indiatimes.com/city/mangaluru/teenager-dies-in-road-accident/articleshow/77226794.cms
83,Five women from Karnataka killed in accident in Tamil Nadu,"Five women from Karnataka died in a Road accident after a tractor, in which they were travelling, toppled over. The accident took place near Anchetty in Tamil Nadu’s Krishnagiri district around 3pm on Monday.",https://timesofindia.indiatimes.com/city/bengaluru/five-women-from-ktaka-killed-in-accident-in-tn/articleshow/79845864.cms
84,Three of a family killed in accident in Mysuru,Three of a family including a six-year-old girl died on spot after a four-wheeler rammed into a bike in which the family members were travelling on Mysuru-Bangaluru highway near Subhashnagar late on Thursday.,https://timesofindia.indiatimes.com/city/mysuru/three-of-a-family-killed-in-accident-in-mysuru/articleshow/79677170.cms
85,10 accident-prone sections identified along Karnataka’s national highways,"There are 10 accident-prone sections on national highways in Karnataka, says the Union ministry of road transport and highways (MoRTH). Two of them are located along Hosur Road in Bengaluru.",https://timesofindia.indiatimes.com/city/bengaluru/10-accident-prone-sections-identified-along-karnatakas-nhs/articleshow/79239887.cms
86,Mysuru: Two cops on night patrol die in accident,Two policemen on night patrol died in a Road accident in KR Nagar during the early hours of Thursday.,https://timesofindia.indiatimes.com/city/mysuru/two-cops-on-night-patrol-die-in-accident/articleshow/79198850.cms
87,"One killed, 4 injured in accident",,https://timesofindia.indiatimes.com/city/hubballi/one-killed-4-injured-in-accident/articleshow/77533830.cms
88,Bengaluru: BE student dies in Road accident,A 21-year-old student was killed and his classmate sustained injuries after a school bus hit their bike near Yelahanka on Monday morning. They were on their way to college.,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-be-student-dies-in-road-accident/articleshow/71927358.cms
89,"Birthday boy abducted and killed; lover’s husband, cousin on the run","A 20-year-old goods auto driver celebrating his birthday with his lover at a village off Tumakuru Road, was abducted by her husband and his cousin and beaten to death.",https://timesofindia.indiatimes.com/city/bengaluru/birthday-boy-abducted-and-killed-lovers-husband-cousin-on-the-run/articleshow/76177506.cms
90,Karnataka: Four including seer killed in Road accident,The NH-4 bypass between Narendra Cross and Gabbur Cross proved to be a death trap yet again on Sunday as four person died and three others sustained injuries after two cars collided head on.,https://timesofindia.indiatimes.com/city/hubballi/four-including-seer-killed-in-road-accident/articleshow/73642398.cms
91,Karnataka: Villagers perform 2-day homa to prevent accidents,"Marathon homas and pujas are usually performed by politicians to ensure victory in their endeavours. But residents of a nondescript village in Tumakuru district, Keregalapalya, did a 48-hour homa for a different reason — to prevent s.",https://timesofindia.indiatimes.com/city/bengaluru/villagers-perform-2-day-homa-to-prevent-accidents/articleshow/74198539.cms
